Screen ID,Surface,Screen Name,Purpose,Capabilities,Primary Data,Primary API,Happy State,Loading State,Empty State,Error State,Forbidden State,Success State,Audit / Telemetry,Accessibility Baseline,Security Constraint
CL-002,Client App,Intake Questions,Client answers configured questions,B-008,onboarding_flow|onboarding_step|onboarding_submission,/onboarding-flows,Intake Questions renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
CL-003,Client App,Consent / Privacy Step,Consent-sensitive steps shown,B-008,onboarding_flow|onboarding_step|onboarding_submission,/onboarding-flows,Consent / Privacy Step renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
CL-004,Client App,Member Home,"Next action, journey and messages summarized",B-004|B-009|B-013,member_home_projection|delivery_plan_projection;member_area_config|content_assignment|progress_summary;step_completion|reflection_entry|progress_projection,/member-home;/member-home;/progress,Member Home renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
CL-005,Client App,Active Journey,Client sees active assigned journey,B-009|B-012,member_area_config|content_assignment|progress_summary;assignment|enrollment|enrollment_status,/member-home;/assignments,Active Journey renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
CL-006,Client App,Journey Step,Client consumes one step with content/task/reflection,B-010|B-011|B-013,journey_draft|journey_version|journey_phase|journey_step;content_space|content_collection|content_item|canonical_ref_binding;step_completion|reflection_entry|progress_projection,/journeys;/content-spaces;/progress,Journey Step renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
CL-007,Client App,Reflection Entry,Client submits reflection with visibility setting,B-013,step_completion|reflection_entry|progress_projection,/progress,Reflection Entry renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
CL-008,Client App,Task Completion,Client completes homework/task,B-013,step_completion|reflection_entry|progress_projection,/progress,Task Completion renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
CL-009,Client App,Resource Library,Entitled content and resources,B-011|B-009,content_space|content_collection|content_item|canonical_ref_binding;member_area_config|content_assignment|progress_summary,/content-spaces;/member-home,Resource Library renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
CL-010,Client App,Messages,Client reads/replies to coach messages,B-015,message_thread|message|intervention_note,/messages,Messages renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
CL-011,Client App,Community Space,Client reads/posts within permitted space,B-016,community_space|post|comment|report|moderation_action,/community,Community Space renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
CL-012,Client App,Progress View,Client sees progress summary,B-013,step_completion|reflection_entry|progress_projection,/progress,Progress View renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
CL-013,Client App,Calendar / Sessions,Client sees bookings/call links,B-021|B-026,booking_request|discovery_call;calendar_connection|calendar_event_ref,/booking-requests;/calendar-integrations,Calendar / Sessions renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
CL-014,Client App,Offers / Renewal,Eligible offers and renewals shown,B-025|B-017,renewal_trigger;plan|bundle|offer|entitlement_activation_ref,/renewals;/offers,Offers / Renewal renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
CL-015,Client App,Profile / Preferences,"Notification, privacy and account prefs",B-014|B-009,notification_template|schedule|delivery_attempt;member_area_config|content_assignment|progress_summary,/notifications;/member-home,Profile / Preferences renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
OPS-001,Platform Ops,Tenant Search,Support finds tenant safely,B-002,tenant|tenant_branding|content_space,/tenants,Tenant Search renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
OPS-002,Platform Ops,User Lookup,Support finds actor/client with scoped access,B-004|B-009,member_home_projection|delivery_plan_projection;member_area_config|content_assignment|progress_summary,/member-home;/member-home,User Lookup renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
OPS-003,Platform Ops,Access Decision Trace,Core access/enrollment decision trace,B-012|B-009,assignment|enrollment|enrollment_status;member_area_config|content_assignment|progress_summary,/assignments;/member-home,Access Decision Trace renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
OPS-004,Platform Ops,Entitlement Inspector,Offer/payment/agreement entitlement chain,B-017|B-022|B-023,plan|bundle|offer|entitlement_activation_ref;checkout_session|payment_record_ref;agreement_status|agreement_record_ref,/offers;/checkout-sessions;/agreements,Entitlement Inspector renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
OPS-005,Platform Ops,Consent Inspector,Consent-sensitive onboarding and messaging decisions,B-008|B-014,onboarding_flow|onboarding_step|onboarding_submission;notification_template|schedule|delivery_attempt,/onboarding-flows;/notifications,Consent Inspector renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
OPS-006,Platform Ops,Audit Log,Audited actions and policy decisions,B-003|B-005|B-016,coach_profile|journey_draft|content_item|offer;tenant_app_blueprint|feature_config;community_space|post|comment|report|moderation_action,/coach/dashboard;/tenant-blueprints;/community,Audit Log renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
OPS-007,Platform Ops,Outbox / DLQ Monitor,Async failures and retries,B-014|B-022,notification_template|schedule|delivery_attempt;checkout_session|payment_record_ref,/notifications;/checkout-sessions,Outbox / DLQ Monitor renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
OPS-008,Platform Ops,Projection Health,Lag/stale projections and rebuilds,B-013|B-027,step_completion|reflection_entry|progress_projection;revenue_metric_projection|pipeline_metric,/progress;/analytics/business,Projection Health renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
OPS-009,Platform Ops,Incident Console,"Severity, owner, state, runbook",B-014|B-016|B-028,notification_template|schedule|delivery_attempt;community_space|post|comment|report|moderation_action;client_risk_signal,/notifications;/community;/analytics/risk-signals,Incident Console renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
OPS-010,Platform Ops,Payment Webhook Inspector,"Webhook receipt, idempotency and mapping",B-022|B-029,checkout_session|payment_record_ref;revenue_report_projection,/checkout-sessions;/analytics/revenue,Payment Webhook Inspector renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
OPS-011,Platform Ops,Agreement Inspector,Agreement status and audit trace,B-023,agreement_status|agreement_record_ref,/agreements,Agreement Inspector renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
OPS-012,Platform Ops,Replay Console,Audited replay/rebuild requests,B-012|B-014,assignment|enrollment|enrollment_status;notification_template|schedule|delivery_attempt,/assignments;/notifications,Replay Console renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
OPS-013,Platform Ops,Support Action Log,Manual support actions and evidence,B-002|B-024,tenant|tenant_branding|content_space;client_lifecycle_event,/tenants;/client-lifecycle,Support Action Log renders tenant-scoped actionable content with current projection timestamp.,Skeleton with tenant/app chrome; no stale cross-tenant content; cancellable/retry-safe fetch.,Explains why no data exists and offers role-appropriate next action; no fake demo content.,Displays safe message with correlation_id; admin/coach details only in privileged surfaces.,Access denied state; explains missing permission/entitlement without leaking resource existence.,"Confirms action, updates projection or list, emits audit/telemetry where applicable.",screen_view; action_attempt; action_success/failure; correlation_id; tenant_id; actor_ref.,WCAG 2.2 AA target; keyboard reachable; visible focus; form errors tied to fields; no color-only state.,All reads/writes scoped by tenant_id + actor_ref; privileged support requires support_session_ref.
